0,-4.103336064074617
1,-4.012290705204577
2,-3.8608800665266476
3,-3.72572966272507
4,-3.620790838574153
5,-3.4523928094534626
6,-3.3298981072582916
7,-3.26607233858078
8,-3.183530976285258
9,-3.128218156413029
10,-3.035197317482256
11,-2.9605120677383083
12,-2.9337203646312395
13,-2.882675899955676
14,-2.805444029434854
15,-2.7744710562134767
16,-2.763215258331418
17,-2.7006666232628804
18,-2.692497585023418
19,-2.634281362836628
20,-2.614195735386934
21,-2.5690712457954974
22,-2.533333465689275
23,-2.535633138392979
24,-2.515042800516466
25,-2.5129223059083485
26,-2.467561741625959
27,-2.4264891496080394
28,-2.4135464626670373
29,-2.383131296682819
30,-2.3677200471332425
31,-2.339036010250978
32,-2.3147695268807826
33,-2.315775300856523
34,-2.2894177764605432
35,-2.2884849981450164
36,-2.273667056253838
37,-2.238881097702725
38,-2.2094169117579865
39,-2.219765009090593
40,-2.2031137785629853
41,-2.2005828050952085
42,-2.199305811925623
43,-2.168335201733751
44,-2.153728447313688
45,-2.1619016306548615
46,-2.1514459499777026
47,-2.1241215474283512
48,-2.110068761248484
49,-2.083442727842297
50,-2.086696140257671
51,-2.088436246085398
52,-2.0590070793776993
53,-2.060920070333208
54,-2.0398591195348086
55,-2.0214100728626554
56,-2.0068896813283454
57,-2.0240778941621844
58,-2.024368095203644
59,-2.008952136151086
60,-2.0119947409008776
61,-2.0138780991844327
62,-2.007332882047575
63,-2.0021839142711997
64,-1.9847619303084065
65,-1.9734729704519087
66,-1.9798514404121605
67,-1.975397735709243
68,-1.963241959616613
69,-1.958636329893271
70,-1.9525704591835027
71,-1.9454312473049493
72,-1.9365639825720196
73,-1.9373856257321205
74,-1.9170561194893125
75,-1.9029134005048534
76,-1.8930851971659788
77,-1.9108573604042933
78,-1.9165381518166302
79,-1.8827281573595185
80,-1.858375746808524
81,-1.8537864378781368
82,-1.8430111492547556
83,-1.8375226770260145
84,-1.8493068343167132
85,-1.8364776121516486
86,-1.832026792645134
87,-1.816370211322097
88,-1.8198858135901923
89,-1.8139675585523394
90,-1.8124388873171193
91,-1.8166842796628877
92,-1.7921367350421595
93,-1.7826896886226713
94,-1.7672497916439105
95,-1.763936247579016
96,-1.7581961175332486
97,-1.7499877767961631
98,-1.7506434907441144
99,-1.754808391362731
100,-1.7527717921382167
101,-1.7427600927811917
102,-1.7269570944783714
103,-1.7195218070316176
104,-1.7127336761910563
105,-1.7236973036429641
106,-1.7306821968594421
107,-1.7232673610997882
108,-1.6948875609287286
109,-1.6784586056883615
110,-1.6889400043910583
111,-1.6767471413947983
112,-1.6572565348354753
113,-1.6578755989378107
114,-1.672905425857714
115,-1.6755799071408655
116,-1.6686606023572146
117,-1.6601913247660682
118,-1.662101659185419
119,-1.6468022183971214
120,-1.6475320143365868
121,-1.630188621208152
122,-1.621658489822775
123,-1.627513437737481
124,-1.6265193711398895
125,-1.6354332941075722
126,-1.6282303280293584
127,-1.6344268124519994
128,-1.6439452644225814
129,-1.644888900445719
130,-1.662860595878375
131,-1.6264184701143196
132,-1.6270173001440134
133,-1.632260617194571
134,-1.6365195703136566
135,-1.630420794290733
136,-1.6379766828774796
137,-1.6028564758395951
138,-1.6004265541432134
139,-1.6168158450392354
140,-1.6051325445506932
141,-1.6091835349280177
142,-1.5993037035206044
143,-1.6002728464510956
144,-1.602561189902541
145,-1.6006376123922335
146,-1.5884292139644727
147,-1.5905734961243
148,-1.5888245061284185
149,-1.5834716698117002
150,-1.6003402415643961
151,-1.5825811489615293
152,-1.573107524178993
153,-1.5926064903382644
154,-1.5743677176154935
155,-1.576152648815638
156,-1.5719784795990923
157,-1.5733780265280448
158,-1.548885807322278
159,-1.5567209751195508
160,-1.555864030955855
161,-1.5487483272953246
162,-1.5417224224370312
163,-1.5383891470994666
164,-1.5321849599197621
165,-1.512706781313094
166,-1.5098051164256623
167,-1.518380660797265
168,-1.5055299953069257
169,-1.5019554440736747
170,-1.4916837651496073
171,-1.5320043458810781
172,-1.517076315821326
173,-1.5111216617921348
174,-1.5164942745064054
